Kaptive version	Database name	Database version	Assembly	Best match locus	Best match type	Match confidence	Problems	Identity	Coverage	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details	Truncated genes, details	Extra genes, details
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006493845.1_ASM649384v1_genomic	KL20	K20	Untypeable	+-*	99.92%	100.00%	54	21 / 23 (91.30%)	KL20_01_wzc,100.00%,100.00%;KL20_15_gdr,100.00%,100.00%;KL20_18_gpi,100.00%,100.00%;KL20_05_wzx_KL20,99.80%,100.00%;KL20_20_pet1,99.79%,100.00%;KL20_23_pgm,100.00%,100.00%;KL20_04_gna2,100.00%,100.00%;KL20_17_ugd,100.00%,100.00%;KL20_08_wzy_KL20,100.00%,100.00%;KL20_11_gtr44,100.00%,100.00%;KL20_14_qhbB,100.00%,100.00%;KL20_03_wza,100.00%,100.00%;KL20_19_gne1,100.00%,100.00%;KL20_07_gtr42,100.00%,100.00%;KL20_06_ptr2,100.00%,100.00%;KL20_16_galU,100.00%,100.00%;KL20_09_gtr43,100.00%,100.00%;KL20_13_qhbA,100.00%,100.00%;KL20_12_itrA1,100.00%,100.00%;KL20_02_wzb,99.30%,100.00%;KL20_21_orf1_KL20,99.25%,100.00%	?	2	KL82_17_atr32,47.03%,97.68%,below_id_threshold;KL199_10_ugd2,100.00%,100.00%	0 / 23 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006493855.1_ASM649385v1_genomic	KL154	unknown	Typeable		100.00%	100.00%	0	26 / 26 (100.00%)	KL154_01_wzc,100.00%,100.00%;KL154_22_gdr,100.00%,100.00%;KL154_25_gpi,100.00%,100.00%;KL154_26_pgm,100.00%,100.00%;KL154_04_gna2,100.00%,100.00%;KL154_24_ugd,100.00%,100.00%;KL154_06_mnaB,100.00%,100.00%;KL154_16_wzx_KL154,100.00%,100.00%;KL154_18_wzy_KL154,100.00%,100.00%;KL154_07_lgaA,100.00%,100.00%;KL154_08_lgaB,100.00%,100.00%;KL154_09_lgaC,100.00%,100.00%;KL154_03_wza,100.00%,100.00%;KL154_10_lgaD,100.00%,100.00%;KL154_05_mnaA,100.00%,100.00%;KL154_17_gtr227,100.00%,100.00%;KL154_20_itrB1,100.00%,100.00%;KL154_19_fnr3,100.00%,100.00%;KL154_14_gtr226,100.00%,100.00%;KL154_12_lgaF,100.00%,100.00%;KL154_23_galU,100.00%,100.00%;KL154_13_lgaG,100.00%,100.00%;KL154_11_lgaE,100.00%,100.00%;KL154_21_atr3,100.00%,100.00%;KL154_15_atr34,100.00%,100.00%;KL154_02_wzb,100.00%,100.00%	?	0		0 / 26 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006493875.1_ASM649387v1_genomic	KL83	K83	Untypeable	+-	99.87%	100.00%	58	19 / 22 (86.36%)	KL83_01_wzc,100.00%,100.00%;KL83_09_wzx_KL11,100.00%,100.00%;KL83_19_ugd,99.52%,100.00%;KL83_04_gna2,99.30%,100.00%;KL83_15_tle,100.00%,100.00%;KL83_03_wza,100.00%,100.00%;KL83_05_rmlB,99.72%,100.00%;KL83_16_gtr29,100.00%,100.00%;KL83_11_wzy_KL83,99.71%,100.00%;KL83_12_gtr27,100.00%,100.00%;KL83_10_gtr154,100.00%,100.00%;KL83_06_rmlD,100.00%,100.00%;KL83_18_galU,100.00%,100.00%;KL83_07_rmlA,99.33%,100.00%;KL83_13_gtr60,100.00%,100.00%;KL83_14_atr8,100.00%,100.00%;KL83_17_itrA3,100.00%,100.00%;KL83_08_rmlC,100.00%,100.00%;KL83_02_wzb,100.00%,100.00%	?	3	KL206_20_pgt1,99.84%,100.00%;KL112_20_gpi,99.64%,100.00%;KL99_21_pgm,100.00%,100.00%	0 / 22 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006493915.1_ASM649391v1_genomic	KL47	K47	Untypeable	+-	99.42%	100.00%	-1	14 / 17 (82.35%)	KL47_01_wzc,100.00%,100.00%;KL47_16_pgt1,98.21%,100.00%;KL47_14_gpi,98.03%,100.00%;KL47_08_wzy_KL47,100.00%,100.00%;KL47_05_wzx_KL30,100.00%,100.00%;KL47_04_gna2,100.00%,100.00%;KL47_10_gtr50,100.00%,100.00%;KL47_09_gtr49,99.46%,100.00%;KL47_07_gtr96,100.00%,100.00%;KL47_15_gne1,99.71%,100.00%;KL47_03_wza,100.00%,100.00%;KL47_06_gtr95,99.66%,100.00%;KL47_11_itrA3,100.00%,100.00%;KL47_02_wzb,100.00%,100.00%	?	3	KL100_20_pgm,99.56%,100.00%;KL75_28_ugd,99.29%,100.00%;KL133_16_galU,96.23%,100.00%	0 / 17 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006493925.1_ASM649392v1_genomic	KL13	K13	Typeable	+-	100.00%	100.00%	0	30 / 31 (96.77%)	KL13_01_wzc,99.86%,100.00%;KL13_26_gdr,100.00%,100.00%;KL13_29_gpi,100.00%,100.00%;KL13_15_gtr59,100.00%,100.00%;KL13_31_pgm,100.00%,100.00%;KL13_04_gna2,100.00%,100.00%;KL13_28_ugd,100.00%,100.00%;KL13_16_wzx_KL12,100.00%,100.00%;KL13_05_lgaA,100.00%,100.00%;KL13_22_gtr31,100.00%,100.00%;KL13_06_lgaB,100.00%,100.00%;KL13_07_lgaC,100.00%,100.00%;KL13_18_gtr30,100.00%,100.00%;KL13_03_wza,100.00%,100.00%;KL13_21_fnlC,100.00%,100.00%;KL13_20_fnlB,100.00%,100.00%;KL13_08_lgaD,100.00%,100.00%;KL13_19_fnlA,100.00%,100.00%;KL13_17_wzy_KL13,100.00%,100.00%;KL13_24_itrB3,100.00%,100.00%;KL13_30_gne1,100.00%,100.00%;KL13_23_fnr1,100.00%,100.00%;KL13_10_lgaF,100.00%,100.00%;KL13_27_galU,100.00%,100.00%;KL13_14_aciD,100.00%,100.00%;KL13_12_aciB,100.00%,100.00%;KL13_11_aciA,100.00%,100.00%;KL13_09_lgaE,100.00%,100.00%;KL13_25_atr7,100.00%,100.00%;KL13_02_wzb,100.00%,100.00%	?	1	KL241_14_aciC,100.00%,100.00%	0 / 31 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006493945.1_ASM649394v1_genomic	KL45	K45	Typeable		98.76%	100.00%	8	17 / 17 (100.00%)	KL45_01_wzc,100.00%,100.00%;KL45_16_pgt1,99.51%,100.00%;KL45_14_gpi,100.00%,100.00%;KL45_08_wzy_KL45,100.00%,100.00%;KL45_17_pgm,99.78%,100.00%;KL45_05_wzx_KL45,100.00%,100.00%;KL45_04_gna2,99.77%,100.00%;KL45_13_ugd,100.00%,100.00%;KL45_10_gtr50,99.74%,100.00%;KL45_09_gtr93,100.00%,100.00%;KL45_03_wza,99.73%,100.00%;KL45_15_gne1,100.00%,100.00%;KL45_07_atr13,99.69%,100.00%;KL45_12_galU,100.00%,100.00%;KL45_06_gtr89,100.00%,100.00%;KL45_11_itrA3,100.00%,100.00%;KL45_02_wzb,99.30%,100.00%	?	0		0 / 17 (0.00%)		4	KL144_08_rmlB,90.88%,98.78%;KL114_11_rmlA,92.86%,98.99%;KL38_10_rmlD,82.55%,100.00%,below_id_threshold;KL85_11_rmlC,93.92%,98.73%		
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006493955.1_ASM649395v1_genomic	KL31	unknown	Typeable		99.02%	100.00%	0	21 / 21 (100.00%)	KL31_01_wzc,100.00%,100.00%;KL31_19_gpi,100.00%,100.00%;KL31_21_pgm,98.91%,100.00%;KL31_04_gna2,100.00%,100.00%;KL31_18_ugd,100.00%,100.00%;KL31_11_wzx_KL5,100.00%,100.00%;KL31_06_psaB,100.00%,100.00%;KL31_03_wza,100.00%,100.00%;KL31_13_wzy_KL31,100.00%,100.00%;KL31_08_psaG,100.00%,100.00%;KL31_10_psaF,100.00%,100.00%;KL31_20_gne1,100.00%,100.00%;KL31_05_psaA,100.00%,100.00%;KL31_14_gtr66,100.00%,100.00%;KL31_12_gtr65,100.00%,100.00%;KL31_09_psaH,100.00%,100.00%;KL31_17_galU,100.00%,100.00%;KL31_15_gtr5,100.00%,100.00%;KL31_07_psaC,100.00%,100.00%;KL31_16_itrA2,100.00%,100.00%;KL31_02_wzb,100.00%,100.00%	?	0		0 / 21 (0.00%)		4	KL144_08_rmlB,90.88%,98.78%;KL114_11_rmlA,92.86%,98.99%;KL38_10_rmlD,82.55%,100.00%,below_id_threshold;KL85_11_rmlC,93.92%,98.73%	atr29-Ph,75.25%,58.07%,truncated	atr29-Ph,75.25%,58.07%,truncated
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006493975.1_ASM649397v1_genomic	KL196	unknown	Untypeable	+-	98.24%	100.00%	1964	12 / 16 (75.00%)	KL196_01_wzc,97.13%,100.00%;KL196_16_pgm,98.90%,99.56%;KL196_04_gna2,100.00%,100.00%;KL196_06_wzx_KL52,99.76%,100.00%;KL196_03_wza,99.49%,100.00%;KL196_05_mnaA3,99.72%,100.00%;KL196_09_gtr108,100.00%,100.00%;KL196_07_gtr107,99.71%,100.00%;KL196_08_wzy_KL52,99.42%,100.00%;KL196_15_gne1,99.70%,98.43%;KL196_10_gtr5,95.13%,100.00%;KL196_02_wzb,99.30%,100.00%	?	5	KL204_16_pgt1,100.00%,100.00%;KL60_18_gpi,99.82%,100.00%;KL205_18_ugd,99.52%,100.00%;KL10_18_galU,100.00%,100.00%;KL197_15_itrA2,99.52%,100.00%	0 / 16 (0.00%)		4	KL144_08_rmlB,90.88%,98.78%;KL114_11_rmlA,92.86%,98.99%;KL38_10_rmlD,82.21%,100.00%,below_id_threshold;KL85_11_rmlC,93.92%,98.73%		
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006494005.1_ASM649400v1_genomic	KL18	unknown	Typeable	?!	100.00%	100.00%	n/a	20 / 20 (100.00%)	KL18_01_wzc,100.00%,100.00%;KL18_14_gdr,100.00%,100.00%;KL18_09_wzy_KL17,100.00%,100.00%;KL18_04_gna1,100.00%,100.00%;KL18_06_wzx_KL17,100.00%,100.00%;KL18_10_gtr40,100.00%,100.00%;KL18_13_qhbB,100.00%,100.00%;KL18_03_wza,100.00%,100.00%;KL18_08_gtr39,100.00%,100.00%;KL18_05_gne2,100.00%,100.00%;KL18_07_alt1,100.00%,100.00%;KL18_15_galU,100.00%,100.00%;KL18_12_qhbC,100.00%,100.00%;KL18_11_itrA1,100.00%,100.00%;KL18_02_wzb,100.00%,100.00%;KL18_16_ugd,100.00%,11.88%,truncated;KL18_17_gpi,100.00%,100.00%;KL18_19_pgm,100.00%,100.00%;KL18_16_ugd,100.00%,88.36%,truncated;KL18_18_gne1,100.00%,100.00%	?	0		0 / 20 (0.00%)		0		KL18_16_ugd,100.00%,11.88%,truncated;KL18_16_ugd,100.00%,88.36%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006494015.1_ASM649401v1_genomic	KL155	K155	Typeable		100.00%	100.00%	0	21 / 21 (100.00%)	KL155_01_wzc,100.00%,100.00%;KL155_20_gpi,100.00%,100.00%;KL155_22_pgm,100.00%,100.00%;KL155_04_gna2,100.00%,100.00%;KL155_19_ugd,100.00%,100.00%;KL155_12_wzx_KL155,100.00%,100.00%;KL155_06_psaB,100.00%,100.00%;KL155_03_wza,100.00%,100.00%;KL155_14_wzy_KL155,100.00%,100.00%;KL155_08_psaG,100.00%,100.00%;KL155_10_psaF,100.00%,100.00%;KL155_15_gtr230,100.00%,100.00%;KL155_21_gne1,100.00%,100.00%;KL155_05_psaA,100.00%,100.00%;KL155_11_gtr228,100.00%,100.00%;KL155_18_galU,100.00%,100.00%;KL155_13_gtr229,100.00%,100.00%;KL155_09_psaH,100.00%,100.00%;KL155_16_gtr9,100.00%,100.00%;KL155_07_psaC,100.00%,100.00%;KL155_02_wzb,100.00%,100.00%	?	0		0 / 21 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006494055.1_ASM649405v1_genomic	KL121	unknown	Untypeable	+-	98.56%	100.00%	0	15 / 21 (71.43%)	KL121_19_gpi,99.82%,100.00%;KL121_12_kpsS3,100.00%,100.00%;KL121_18_ugd,99.52%,100.00%;KL121_11_wzx_KL121,100.00%,100.00%;KL121_10_psaF,100.00%,100.00%;KL121_15_gtr15,100.00%,100.00%;KL121_14_gtr14,98.05%,100.00%;KL121_20_gne1,100.00%,100.00%;KL121_03_wza,99.73%,100.00%;KL121_08_psaD,96.17%,100.00%;KL121_13_wzy_KL5,100.00%,100.00%;KL121_17_galU,98.63%,100.00%;KL121_07_psaC,98.70%,100.00%;KL121_16_itrA2,100.00%,100.00%;KL121_09_psaE,99.42%,100.00%	?	6	KL163_01_wzc,98.90%,100.00%;KL218_21_pgm,100.00%,100.00%;KL177_04_gna2,100.00%,100.00%;KL123_06_psaB,99.48%,100.00%;KL58_05_psaA,99.41%,100.00%;KL115_02_wzb,100.00%,100.00%	0 / 21 (0.00%)		4	KL144_08_rmlB,90.88%,98.78%;KL114_11_rmlA,92.86%,98.99%;KL38_10_rmlD,82.55%,100.00%,below_id_threshold;KL85_11_rmlC,93.92%,98.73%		
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006494065.1_ASM649406v1_genomic	KL6	K6	Typeable	?	99.99%	97.45%	n/a	21 / 21 (100.00%)	KL6_01_wzc,99.86%,100.00%;KL6_04_gna2,100.00%,100.00%;KL6_11_wzx_KL5,100.00%,100.00%;KL6_06_psaB,100.00%,100.00%;KL6_03_wza,100.00%,100.00%;KL6_08_psaD,100.00%,100.00%;KL6_10_psaF,100.00%,100.00%;KL6_05_psaA,100.00%,100.00%;KL6_07_psaC,100.00%,100.00%;KL6_09_psaE,100.00%,100.00%;KL6_02_wzb,100.00%,100.00%;KL6_19_gpi,100.00%,100.00%;KL6_21_pgm,100.00%,100.00%;KL6_13_wzy_KL6,100.00%,100.00%;KL6_18_ugd,100.00%,100.00%;KL6_20_gne1,100.00%,100.00%;KL6_17_galU,100.00%,100.00%;KL6_15_gtr5,100.00%,100.00%;KL6_14_gtr17,100.00%,100.00%;KL6_16_itrA2,100.00%,100.00%;KL6_12_gtr16,100.00%,100.00%	?	0		0 / 21 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006494075.1_ASM649407v1_genomic	KL15	K15	Typeable		99.96%	100.00%	0	22 / 22 (100.00%)	KL15_01_wzc,100.00%,100.00%;KL15_16_gdr,100.00%,100.00%;KL15_20_gpi,99.82%,100.00%;KL15_17_orf_KL15,99.60%,100.00%;KL15_09_wzx_KL15,100.00%,100.00%;KL15_10_wzy_KL15,100.00%,100.00%;KL15_22_pgm,100.00%,100.00%;KL15_04_gna3,100.00%,100.00%;KL15_19_ugd,100.00%,100.00%;KL15_12_gtr36,100.00%,100.00%;KL15_15_qhbB,99.74%,100.00%;KL15_03_wza,100.00%,100.00%;KL15_11_gtr35,100.00%,100.00%;KL15_08_gtr34,100.00%,100.00%;KL15_07_dgaC,100.00%,100.00%;KL15_21_gne1,100.00%,100.00%;KL15_05_dgaA,100.00%,100.00%;KL15_18_galU,100.00%,100.00%;KL15_14_qhbC,100.00%,100.00%;KL15_13_itrA1,100.00%,100.00%;KL15_06_dgaB,100.00%,100.00%;KL15_02_wzb,100.00%,100.00%	?	0		0 / 22 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006494085.1_ASM649408v1_genomic	KL22	K3	Untypeable	+-	99.40%	91.96%	-1967	18 / 21 (85.71%)	KL22_18_gpi,99.82%,100.00%;KL22_08_wzx_KL3,98.91%,100.00%;KL22_04_gna3,100.00%,100.00%;KL22_21_pgm,98.46%,99.56%;KL22_17_ugd,99.52%,100.00%;KL22_10_gtr6,100.00%,100.00%;KL22_11_gtr7,99.73%,100.00%;KL22_12_wzy_KL3,100.00%,100.00%;KL22_07_dgaC,98.33%,100.00%;KL22_13_gtr8,99.13%,100.00%;KL22_19_gne1,99.40%,98.14%;KL22_05_dgaA,99.68%,100.00%;KL22_16_galU,99.66%,100.00%;KL22_14_gtr9,99.64%,100.00%;KL22_15_itrA2,100.00%,100.00%;KL22_09_atr2,100.00%,100.00%;KL22_06_dgaB,97.93%,100.00%;KL22_02_wzb,98.60%,100.00%	?	2	KL193_01_wzc,100.00%,100.00%;KL156_03_wza,99.20%,100.00%	0 / 21 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006494115.1_ASM649411v1_genomic	KL28	unknown	Typeable		100.00%	100.00%	0	22 / 22 (100.00%)	KL28_01_wzc,100.00%,100.00%;KL28_20_gpi,100.00%,100.00%;KL28_22_pgm,100.00%,100.00%;KL28_04_gna2,100.00%,100.00%;KL28_19_ugd,100.00%,100.00%;KL28_12_wzx_KL5,100.00%,100.00%;KL28_05_lgaA,100.00%,100.00%;KL28_06_lgaB,100.00%,100.00%;KL28_07_lgaC,100.00%,100.00%;KL28_03_wza,100.00%,100.00%;KL28_08_lgaH,100.00%,100.00%;KL28_15_gtr14,100.00%,100.00%;KL28_14_wzy_KL7,100.00%,100.00%;KL28_16_gtr15,100.00%,100.00%;KL28_21_gne1,100.00%,100.00%;KL28_13_gtr13,100.00%,100.00%;KL28_18_galU,100.00%,100.00%;KL28_10_lgaF,100.00%,100.00%;KL28_11_lgaG,100.00%,100.00%;KL28_09_lgaI,100.00%,100.00%;KL28_17_itrA2,100.00%,100.00%;KL28_02_wzb,100.00%,100.00%	?	0		0 / 22 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006494155.1_ASM649415v1_genomic	KL234	unknown	Untypeable	+-	99.83%	96.64%	-1237	26 / 31 (83.87%)	KL234_26_gdr,100.00%,100.00%;KL234_29_gpi,100.00%,100.00%;KL234_16_gtr59,100.00%,100.00%;KL234_31_pgm,100.00%,100.00%;KL234_28_ugd,100.00%,100.00%;KL234_17_wzx_KL12,100.00%,100.00%;KL234_22_gtr31,100.00%,100.00%;KL234_06_lgaA,100.00%,100.00%;KL234_18_gtr30,99.73%,100.00%;KL234_21_fnlC,100.00%,100.00%;KL234_20_fnlB,100.00%,100.00%;KL234_09_lgaD,100.00%,100.00%;KL234_08_lgaC,99.48%,100.00%;KL234_07_lgaB,98.96%,100.00%;KL234_11_lgaF,100.00%,100.00%;KL234_19_fnlA,100.00%,100.00%;KL234_24_itrB3,100.00%,100.00%;KL234_30_gne1,100.00%,100.00%;KL234_23_fnr1,100.00%,100.00%;KL234_14_aciC,100.00%,100.00%;KL234_27_galU,100.00%,100.00%;KL234_15_aciD,100.00%,100.00%;KL234_13_aciB,100.00%,100.00%;KL234_12_aciA,100.00%,100.00%;KL234_10_lgaE,100.00%,100.00%;KL234_25_atr7,100.00%,100.00%	?	5	KL12_01_wzc,96.70%,100.00%;KL212_17_wzy_KL12,100.00%,100.00%;KL212_04_gna2,100.00%,100.00%;KL110_03_wza,100.00%,100.00%;KL110_02_wzb,100.00%,100.00%	0 / 31 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006494165.1_ASM649416v1_genomic	KL4	K4	Typeable		100.00%	100.00%	0	23 / 23 (100.00%)	KL4_01_wzc,100.00%,100.00%;KL4_15_gdr,100.00%,100.00%;KL4_21_gpi,100.00%,100.00%;KL4_06_wzx_KL4,100.00%,100.00%;KL4_23_pgm,100.00%,100.00%;KL4_09_wzy_KL4,100.00%,100.00%;KL4_17_atr4,100.00%,100.00%;KL4_04_gna1,100.00%,100.00%;KL4_20_ugd,100.00%,100.00%;KL4_11_gtr12,100.00%,100.00%;KL4_03_wza,100.00%,100.00%;KL4_10_gtr11,100.00%,100.00%;KL4_16_gne3,100.00%,100.00%;KL4_05_gne2,100.00%,100.00%;KL4_22_gne1,100.00%,100.00%;KL4_13_itrB1,100.00%,100.00%;KL4_07_ptr1,100.00%,100.00%;KL4_12_qnr1,100.00%,100.00%;KL4_19_galU,100.00%,100.00%;KL4_08_gtr10,100.00%,100.00%;KL4_14_atr3,100.00%,100.00%;KL4_18_atr5,100.00%,100.00%;KL4_02_wzb,100.00%,100.00%	?	0		0 / 23 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006494175.1_ASM649417v1_genomic	KL22	K3	Typeable		99.95%	100.00%	0	21 / 21 (100.00%)	KL22_01_wzc,100.00%,100.00%;KL22_20_pgt1,100.00%,100.00%;KL22_18_gpi,100.00%,100.00%;KL22_08_wzx_KL3,100.00%,100.00%;KL22_21_pgm,100.00%,100.00%;KL22_04_gna3,100.00%,100.00%;KL22_17_ugd,100.00%,100.00%;KL22_10_gtr6,100.00%,100.00%;KL22_03_wza,100.00%,100.00%;KL22_11_gtr7,99.73%,100.00%;KL22_07_dgaC,100.00%,100.00%;KL22_12_wzy_KL3,100.00%,100.00%;KL22_13_gtr8,100.00%,100.00%;KL22_19_gne1,100.00%,100.00%;KL22_05_dgaA,100.00%,100.00%;KL22_16_galU,100.00%,100.00%;KL22_14_gtr9,100.00%,100.00%;KL22_15_itrA2,100.00%,100.00%;KL22_06_dgaB,100.00%,100.00%;KL22_09_atr2,100.00%,100.00%;KL22_02_wzb,99.30%,100.00%	?	0		0 / 21 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006494215.1_ASM649421v1_genomic	KL146	unknown	Typeable		100.00%	100.00%	0	19 / 19 (100.00%)	KL146_01_wzc,100.00%,100.00%;KL146_14_gdr,100.00%,100.00%;KL146_17_gpi,100.00%,100.00%;KL146_19_pgm,100.00%,100.00%;KL146_08_wzy_KL146,100.00%,100.00%;KL146_04_gna1,100.00%,100.00%;KL146_16_ugd,100.00%,100.00%;KL146_06_wzx_KL19,100.00%,100.00%;KL146_13_qhbB,100.00%,100.00%;KL146_10_gtr2,100.00%,100.00%;KL146_03_wza,100.00%,100.00%;KL146_07_gtr41,100.00%,100.00%;KL146_05_gne2,100.00%,100.00%;KL146_18_gne1,100.00%,100.00%;KL146_09_atr31,100.00%,100.00%;KL146_15_galU,100.00%,100.00%;KL146_12_qhbC,100.00%,100.00%;KL146_11_itrA1,100.00%,100.00%;KL146_02_wzb,100.00%,100.00%	?	0		0 / 19 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006494225.1_ASM649422v1_genomic	KL164	unknown	Untypeable	?+-!	98.49%	100.00%	n/a	18 / 22 (80.95%)	KL164_01_wzc,99.31%,100.00%;KL164_05_wzx_KL32,98.10%,100.00%;KL164_04_gna2,99.29%,100.00%;KL164_11_ugd3,99.23%,100.00%;KL164_07_gtr68,98.38%,100.00%;KL164_08_wzy_KL32,98.09%,100.00%;KL164_03_wza,98.39%,100.00%;KL164_06_gtr67,97.70%,100.00%;KL164_10_gtr70,99.22%,100.00%;KL164_09_gtr69,98.05%,100.00%;KL164_12_atr9,100.00%,100.00%;KL164_02_wzb,97.90%,100.00%;KL164_13_orf_KL32,99.22%,44.44%,partial;KL164_17_gpi,99.28%,100.00%;KL164_16_ugd,99.52%,100.00%;KL164_15_galU,98.63%,100.00%;KL164_14_itrA2,99.10%,100.00%;KL164_13_orf_KL32,98.12%,55.79%,partial	?	3	KL10_22_pgt1,96.74%,100.00%;KL190_23_pgm,100.00%,100.00%;KL230_15_gne1,99.12%,100.00%	0 / 22 (0.00%)		4	KL24_08_fdtB,97.46%,95.08%;KL133_05_rmlB,96.03%,100.00%;KL180_06_rmlA,98.06%,98.62%;KL95_07_qdtE,97.54%,100.00%	KL164_13_orf_KL32,99.22%,44.44%,partial;KL164_13_orf_KL32,98.12%,55.79%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006494255.1_ASM649425v1_genomic	KL16	K16	Typeable		99.77%	100.00%	0	20 / 20 (100.00%)	KL16_01_wzc,99.59%,100.00%;KL16_18_gpi,100.00%,100.00%;KL16_04_gna2,100.00%,100.00%;KL16_17_ugd,100.00%,100.00%;KL16_20_pgm,98.69%,100.00%;KL16_11_wzx_KL5,100.00%,100.00%;KL16_06_psaB,99.74%,100.00%;KL16_13_wzy_KL16,100.00%,100.00%;KL16_12_gtr37,100.00%,100.00%;KL16_08_psaD,99.45%,100.00%;KL16_10_psaF,100.00%,100.00%;KL16_03_wza,99.20%,100.00%;KL16_05_psaA,100.00%,100.00%;KL16_19_gne1,99.12%,100.00%;KL16_16_galU,100.00%,100.00%;KL16_14_gtr5,100.00%,100.00%;KL16_07_psaC,99.57%,100.00%;KL16_15_itrA3,100.00%,100.00%;KL16_09_psaE,100.00%,100.00%;KL16_02_wzb,100.00%,100.00%	?	0		0 / 20 (0.00%)		0			
3.2.2.dev25+g7f2e9ef87.d20260626	Acinetobacter_baumannii_K	0.0.1	GCF_006494265.1_ASM649426v1_genomic	KL77	unknown	Untypeable	+-	99.69%	95.37%	-1105	18 / 22 (81.82%)	KL77_01_wzc,99.59%,100.00%;KL77_18_gpi,99.28%,100.00%;KL77_12_kpsS2,100.00%,100.00%;KL77_13_wzy_KL33,99.78%,100.00%;KL77_04_gna2,99.76%,100.00%;KL77_11_wzx_KL33,100.00%,100.00%;KL77_06_psaB,100.00%,100.00%;KL77_17_ugd,99.29%,100.00%;KL77_08_psaD,99.45%,100.00%;KL77_10_psaF,100.00%,100.00%;KL77_05_psaA,100.00%,100.00%;KL77_19_gne1,99.10%,98.73%;KL77_03_wza,98.91%,100.00%;KL77_14_gtr5,99.64%,100.00%;KL77_07_psaC,99.57%,100.00%;KL77_15_itrA2,99.52%,100.00%;KL77_09_psaE,100.00%,100.00%;KL77_02_wzb,100.00%,100.00%	?	2	KL88_17_pgm,100.00%,99.56%;KL93_17_galU,100.00%,100.00%	0 / 22 (0.00%)		0			
