Kaptive version	Database name	Database version	Assembly	Best match locus	Best match type	Match confidence	Problems	Identity	Coverage	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details	Truncated genes, details	Extra genes, details
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	2018-01-1024_70	KL57	K57	Untypeable	+-	99.62%	100.00%	13101	17 / 18 (94.44%)	KL57_06_wzc,99.72%,100.00%;KL57_08_wzx_KL57,100.00%,100.00%;KL57_07_wbaP23,99.79%,100.00%;KL57_15_gnd,100.00%,100.00%;KL57_16_manC,100.00%,100.00%;KL57_17_manB,99.78%,100.00%;KL57_12_ghl51,100.00%,100.00%;KL57_03_wzi,98.96%,100.00%;KL57_11_wzy_KL57,98.73%,100.00%;KL57_14_gtr219,99.74%,100.00%;KL57_18_ugd1,99.74%,99.91%;KL57_09_gtr217,99.47%,100.00%;KL57_10_gtr218,100.00%,100.00%;KL57_04_wza,98.94%,100.00%;KL57_13_atr26,99.39%,100.00%;KL57_01_galF,99.67%,100.00%;KL57_05_wzb,100.00%,100.00%	?	4	KL40_03_gtr149,99.19%,100.00%;KL40_04_gtr150,99.75%,100.00%;KL40_05_gtr151,99.21%,100.00%;KL114_02_cpsACP,100.00%,100.00%	0 / 18 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	2018-01-1024	KL57	K57	Untypeable	+-	99.62%	100.00%	13101	17 / 18 (94.44%)	KL57_06_wzc,99.72%,100.00%;KL57_08_wzx_KL57,100.00%,100.00%;KL57_07_wbaP23,99.79%,100.00%;KL57_15_gnd,100.00%,100.00%;KL57_16_manC,100.00%,100.00%;KL57_17_manB,99.78%,100.00%;KL57_12_ghl51,100.00%,100.00%;KL57_03_wzi,98.96%,100.00%;KL57_11_wzy_KL57,98.73%,100.00%;KL57_14_gtr219,99.74%,100.00%;KL57_18_ugd1,99.74%,99.91%;KL57_09_gtr217,99.47%,100.00%;KL57_10_gtr218,100.00%,100.00%;KL57_04_wza,98.94%,100.00%;KL57_13_atr26,99.39%,100.00%;KL57_01_galF,99.67%,100.00%;KL57_05_wzb,100.00%,100.00%	?	4	KL40_03_gtr149,99.19%,100.00%;KL40_04_gtr150,99.75%,100.00%;KL40_05_gtr151,99.21%,100.00%;KL114_02_cpsACP,100.00%,100.00%	0 / 18 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	2018-01-1097_10	KL163	unknown	Typeable	?+-!	99.66%	43.83%	n/a	13 / 22 (60.00%)	KL163_04_wza,98.94%,49.69%,partial;KL163_06_wzc,100.00%,24.23%,partial;KL163_05_wzb,100.00%,100.00%;KL163_08_wzy_KL21,100.00%,71.65%,partial;KL163_07_gtr77,99.33%,37.90%,partial;KL163_03_wzi,100.00%,45.21%,partial;KL163_04_wza,99.35%,40.99%,partial;KL163_10_ghl18,99.31%,84.11%,partial;KL163_02_cpsACP,99.52%,100.00%;KL163_18_manC,99.79%,100.00%;KL163_19_manB,99.78%,100.00%;KL163_20_ugd1,99.48%,99.91%;KL163_17_gnd,99.42%,73.35%,partial	?	1	KL140_01_galF,100.00%,6.35%,partial	0 / 22 (0.00%)		7	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL40_05_gtr151,97.53%,21.35%,partial;KL150_19_gae,99.35%,92.44%;KL48_17_rmlB,78.42%,78.31%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated;KL21_12_wbaP8,99.52%,43.54%,partial;KL21_13_ptr11,100.00%,32.86%,partial	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL40_05_gtr151,97.53%,21.35%,partial;KL163_04_wza,98.94%,49.69%,partial;KL163_06_wzc,100.00%,24.23%,partial;KL163_08_wzy_KL21,100.00%,71.65%,partial;KL163_07_gtr77,99.33%,37.90%,partial;KL48_17_rmlB,78.42%,78.31%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated;KL21_12_wbaP8,99.52%,43.54%,partial;KL21_13_ptr11,100.00%,32.86%,partial;KL163_03_wzi,100.00%,45.21%,partial;KL163_04_wza,99.35%,40.99%,partial;KL163_10_ghl18,99.31%,84.11%,partial;KL140_01_galF,100.00%,6.35%,partial;KL163_17_gnd,99.42%,73.35%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	2018-01-1097_20	KL21	K21	Untypeable	?+-!	99.49%	97.72%	n/a	17 / 20 (84.21%)	KL21_13_ptr11,99.52%,100.00%;KL21_14_gtr80,99.51%,100.00%;KL21_12_wbaP8,100.00%,58.28%,partial;KL21_15_wzx_KL21,99.32%,33.56%,partial;KL21_06_wzc,99.86%,100.00%;KL21_08_wzy_KL21,100.00%,100.00%;KL21_07_gtr77,99.24%,100.00%;KL21_04_wza,100.00%,100.00%;KL21_10_ghl18,100.00%,100.00%;KL21_09_gtr78,99.70%,100.00%;KL21_01_galF,99.67%,100.00%;KL21_05_wzb,100.00%,100.00%;KL21_17_manC,99.79%,100.00%;KL21_18_manB,99.78%,100.00%;KL21_16_gnd,99.79%,100.00%;KL21_19_ugd1,99.48%,99.91%;KL21_15_wzx_KL21,100.00%,34.77%,partial	?	3	KL163_03_wzi,99.58%,100.00%;KL102_02_cpsACP,99.05%,100.00%;KL150_19_gae,98.81%,100.00%	0 / 20 (0.00%)		4	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL40_05_gtr151,97.10%,99.48%;KL48_17_rmlB,78.42%,78.31%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL21_12_wbaP8,100.00%,58.28%,partial;KL21_15_wzx_KL21,99.32%,33.56%,partial;KL48_17_rmlB,78.42%,78.31%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL21_15_wzx_KL21,100.00%,34.77%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	2018-01-1097_30	KL21	K21	Untypeable	?+-!	99.51%	100.00%	n/a	19 / 21 (89.47%)	KL21_12_wbaP8,99.58%,100.00%;KL21_13_ptr11,99.52%,100.00%;KL21_08_wzy_KL21,100.00%,100.00%;KL21_07_gtr77,99.24%,100.00%;KL21_11_gtr79,100.00%,100.00%;KL21_10_ghl18,100.00%,100.00%;KL21_09_gtr78,99.70%,100.00%;KL21_06_wzc,100.00%,33.56%,partial;KL21_14_gtr80,99.25%,32.44%,partial;KL21_06_wzc,99.78%,61.72%,partial;KL21_04_wza,100.00%,100.00%;KL21_01_galF,99.67%,100.00%;KL21_05_wzb,100.00%,100.00%;KL21_17_manC,99.79%,100.00%;KL21_15_wzx_KL21,99.55%,100.00%;KL21_18_manB,99.78%,100.00%;KL21_16_gnd,99.79%,100.00%;KL21_19_ugd1,99.48%,99.91%;KL21_14_gtr80,100.00%,57.32%,partial	?	4	KL163_03_wzi,99.58%,100.00%;KL102_02_cpsACP,99.05%,100.00%;KL40_05_gtr151,97.10%,99.48%;KL150_19_gae,98.81%,100.00%	0 / 21 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL48_17_rmlB,78.42%,78.31%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL21_06_wzc,100.00%,33.56%,partial;KL21_14_gtr80,99.25%,32.44%,partial;KL48_17_rmlB,78.42%,78.31%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL21_06_wzc,99.78%,61.72%,partial;KL21_14_gtr80,100.00%,57.32%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	2018-01-1097_40	KL21	K21	Untypeable	?+-!	99.53%	100.00%	n/a	18 / 20 (89.47%)	KL21_06_wzc,99.78%,62.04%,partial;KL21_04_wza,100.00%,100.00%;KL21_01_galF,99.67%,100.00%;KL21_05_wzb,100.00%,100.00%;KL21_12_wbaP8,99.58%,100.00%;KL21_17_manC,99.79%,100.00%;KL21_15_wzx_KL21,99.55%,100.00%;KL21_18_manB,99.78%,100.00%;KL21_16_gnd,99.79%,100.00%;KL21_13_ptr11,99.52%,100.00%;KL21_14_gtr80,99.51%,100.00%;KL21_08_wzy_KL21,100.00%,100.00%;KL21_07_gtr77,99.24%,100.00%;KL21_11_gtr79,100.00%,100.00%;KL21_19_ugd1,99.48%,99.91%;KL21_10_ghl18,100.00%,100.00%;KL21_09_gtr78,99.70%,100.00%;KL21_06_wzc,100.00%,30.47%,partial	?	4	KL163_03_wzi,99.58%,100.00%;KL148_02_cpsACP,99.52%,100.00%;KL40_05_gtr151,97.10%,99.48%;KL150_19_gae,98.81%,100.00%	0 / 20 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL48_17_rmlB,78.42%,78.31%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL48_17_rmlB,78.42%,78.31%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL21_06_wzc,99.78%,62.04%,partial;KL21_06_wzc,100.00%,30.47%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	2018-01-1097_70	KL21	K21	Untypeable	+-	99.52%	100.00%	9624	17 / 19 (89.47%)	KL21_06_wzc,99.86%,100.00%;KL21_12_wbaP8,99.58%,100.00%;KL21_17_manC,99.79%,100.00%;KL21_15_wzx_KL21,99.55%,100.00%;KL21_18_manB,99.78%,100.00%;KL21_16_gnd,99.79%,100.00%;KL21_13_ptr11,99.52%,100.00%;KL21_14_gtr80,99.51%,100.00%;KL21_08_wzy_KL21,100.00%,100.00%;KL21_07_gtr77,99.24%,100.00%;KL21_11_gtr79,100.00%,100.00%;KL21_04_wza,100.00%,100.00%;KL21_19_ugd1,99.48%,99.91%;KL21_10_ghl18,100.00%,100.00%;KL21_09_gtr78,99.70%,100.00%;KL21_01_galF,99.67%,100.00%;KL21_05_wzb,100.00%,100.00%	?	4	KL163_03_wzi,99.58%,100.00%;KL40_05_gtr151,97.10%,99.48%;KL150_19_gae,98.81%,100.00%;KL102_02_cpsACP,99.05%,100.00%	0 / 19 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL48_17_rmlB,78.42%,78.31%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL48_17_rmlB,78.42%,78.31%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	2018-01-1097	KL21	K21	Untypeable	+-	99.55%	100.00%	9624	17 / 19 (89.47%)	KL21_06_wzc,99.86%,100.00%;KL21_12_wbaP8,99.58%,100.00%;KL21_17_manC,99.79%,100.00%;KL21_15_wzx_KL21,99.55%,100.00%;KL21_18_manB,99.78%,100.00%;KL21_16_gnd,99.79%,100.00%;KL21_13_ptr11,99.52%,100.00%;KL21_14_gtr80,99.51%,100.00%;KL21_08_wzy_KL21,100.00%,100.00%;KL21_07_gtr77,99.24%,100.00%;KL21_11_gtr79,100.00%,100.00%;KL21_04_wza,100.00%,100.00%;KL21_19_ugd1,99.48%,99.91%;KL21_10_ghl18,100.00%,100.00%;KL21_09_gtr78,99.70%,100.00%;KL21_01_galF,99.67%,100.00%;KL21_05_wzb,100.00%,100.00%	?	4	KL163_03_wzi,99.58%,100.00%;KL40_05_gtr151,97.10%,99.48%;KL150_19_gae,98.81%,100.00%;KL148_02_cpsACP,99.52%,100.00%	0 / 19 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL48_17_rmlB,78.42%,78.31%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL48_17_rmlB,78.42%,78.31%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	2018-01-1439_10	KL130	unknown	Untypeable	?+-!	0.00%	11.49%	n/a	5 / 29 (17.39%)	KL130_18_manB,100.00%,20.57%,partial;KL130_01_galF,100.00%,18.62%,partial;KL130_19_rmlB,80.83%,67.61%,truncated;KL130_01_galF,100.00%,57.86%,partial;KL130_02_cpsACP,100.00%,70.79%,partial	?	1	KL148_16_rmlA,76.28%,87.47%,truncated	0 / 29 (0.00%)		2	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL125_06_wzc,95.58%,50.51%,partial	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL125_06_wzc,95.58%,50.51%,partial;KL130_18_manB,100.00%,20.57%,partial;KL130_01_galF,100.00%,18.62%,partial;KL130_19_rmlB,80.83%,67.61%,truncated;KL148_16_rmlA,76.28%,87.47%,truncated;KL130_01_galF,100.00%,57.86%,partial;KL130_02_cpsACP,100.00%,70.79%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	2018-01-1439_20	KL57	K57	Untypeable	?+-!	98.32%	43.68%	n/a	5 / 18 (27.78%)	KL57_01_galF,99.67%,100.00%;KL57_03_wzi,99.70%,70.14%,truncated;KL57_02_cpsACP,98.10%,100.00%;KL57_16_manC,100.00%,100.00%;KL57_17_manB,99.33%,97.96%	?	2	KL150_19_gae,99.10%,100.00%;KL14_25_ugd1,100.00%,71.21%,truncated	0 / 18 (0.00%)		8	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL125_06_wzc,96.17%,58.31%,truncated;KL125_04_wza,98.85%,92.08%,partial;KL125_05_wzb,93.71%,100.00%;KL125_15_ghl92,87.02%,95.22%,partial;KL125_16_ghl93,84.64%,66.99%,partial;KL48_17_rmlB,78.42%,78.31%,truncated;KL103_18_rmlA,76.28%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL125_06_wzc,96.17%,58.31%,truncated;KL125_04_wza,98.85%,92.08%,partial;KL125_15_ghl92,87.02%,95.22%,partial;KL125_16_ghl93,84.64%,66.99%,partial;KL48_17_rmlB,78.42%,78.31%,truncated;KL103_18_rmlA,76.28%,87.47%,truncated;KL57_03_wzi,99.70%,70.14%,truncated;KL14_25_ugd1,100.00%,71.21%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	2018-01-1439_30	KL125	unknown	Untypeable	?+-!	96.50%	89.17%	n/a	10 / 18 (55.56%)	KL125_09_wzy_KL125,92.67%,100.00%;KL125_04_wza,98.94%,100.00%;KL125_10_gtr388,87.25%,99.81%;KL125_06_wzc,94.96%,38.81%,truncated;KL125_11_gtr389,90.81%,100.00%;KL125_12_atr44,92.12%,100.00%;KL125_08_gtr387,91.76%,59.14%,truncated;KL125_05_wzb,93.71%,100.00%;KL125_13_gtr390,93.41%,33.70%,truncated;KL125_16_ghl93,78.12%,12.53%,partial	?	8	KL102_03_wzi,99.01%,100.00%;KL130_01_galF,100.00%,100.00%;KL130_02_cpsACP,99.52%,100.00%;KL112_16_manC,100.00%,100.00%;KL30_19_manB,99.56%,98.01%;KL58_22_ugd1,100.00%,100.00%;KL177_18_gnd,98.29%,100.00%;KL150_19_gae,99.10%,100.00%	0 / 18 (0.00%)		3	KL48_17_rmlB,78.42%,78.31%,truncated;KL103_18_rmlA,76.28%,87.47%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	KL48_17_rmlB,78.42%,78.31%,truncated;KL103_18_rmlA,76.28%,87.47%,truncated;KL125_06_wzc,94.96%,38.81%,truncated;KL125_08_gtr387,91.76%,59.14%,truncated;KL125_13_gtr390,93.41%,33.70%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL125_16_ghl93,78.12%,12.53%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	2018-01-1439_40	KL125	unknown	Untypeable	?+-!	94.51%	100.00%	n/a	14 / 19 (72.22%)	KL125_04_wza,98.94%,100.00%;KL125_06_wzc,95.69%,51.76%,partial;KL125_05_wzb,93.71%,100.00%;KL125_15_ghl92,86.03%,100.00%;KL125_14_wzx_KL125,91.53%,100.00%;KL125_16_ghl93,85.63%,99.94%;KL125_09_wzy_KL125,92.91%,100.00%;KL125_07_wbaP39,93.28%,100.00%;KL125_10_gtr388,87.25%,99.81%;KL125_08_gtr387,90.62%,100.00%;KL125_06_wzc,96.39%,42.57%,partial;KL125_13_gtr390,91.91%,100.00%;KL125_11_gtr389,90.81%,100.00%;KL125_12_atr44,92.12%,100.00%	?	8	KL102_03_wzi,99.01%,100.00%;KL130_01_galF,100.00%,100.00%;KL130_02_cpsACP,99.52%,100.00%;KL112_16_manC,100.00%,100.00%;KL30_19_manB,99.56%,98.01%;KL58_22_ugd1,100.00%,100.00%;KL177_18_gnd,98.29%,100.00%;KL150_19_gae,99.10%,100.00%	0 / 19 (0.00%)		3	KL48_17_rmlB,78.42%,78.31%,truncated;KL103_18_rmlA,76.28%,87.47%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	KL48_17_rmlB,78.42%,78.31%,truncated;KL103_18_rmlA,76.28%,87.47%,truncated;KL125_06_wzc,95.69%,51.76%,partial;KL125_06_wzc,96.39%,42.57%,partial;KL4_04_nhaP2-1,80.19%,88.19%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	2018-01-1439	KL125	unknown	Untypeable	+-	94.65%	100.00%	5799	13 / 18 (72.22%)	KL125_06_wzc,96.24%,100.00%;KL125_15_ghl92,86.03%,100.00%;KL125_14_wzx_KL125,91.53%,100.00%;KL125_16_ghl93,85.63%,99.94%;KL125_09_wzy_KL125,92.91%,100.00%;KL125_07_wbaP39,93.28%,100.00%;KL125_04_wza,98.94%,100.00%;KL125_10_gtr388,87.25%,99.81%;KL125_08_gtr387,90.62%,100.00%;KL125_13_gtr390,91.91%,100.00%;KL125_11_gtr389,90.81%,100.00%;KL125_12_atr44,92.73%,100.00%;KL125_05_wzb,93.71%,100.00%	?	8	KL112_16_manC,100.00%,100.00%;KL102_03_wzi,99.01%,100.00%;KL30_19_manB,99.56%,98.01%;KL58_22_ugd1,100.00%,100.00%;KL177_18_gnd,98.29%,100.00%;KL150_19_gae,99.10%,100.00%;KL130_01_galF,100.00%,100.00%;KL47_02_cpsACP,100.00%,100.00%	0 / 18 (0.00%)		3	KL48_17_rmlB,78.42%,78.31%,truncated;KL103_18_rmlA,76.28%,87.47%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	KL48_17_rmlB,78.42%,78.31%,truncated;KL103_18_rmlA,76.28%,87.47%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	2018-01-1584_10	KL22	K22	Typeable	?+-!	99.61%	72.13%	n/a	20 / 24 (83.33%)	KL22_13_ptr12,100.00%,100.00%;KL22_12_rutE,100.00%,50.09%,partial;KL22_14_ghl19,100.00%,30.25%,partial;KL22_04_wza,98.42%,100.00%;KL22_06_wzc,100.00%,21.13%,partial;KL22_05_wzb,100.00%,100.00%;KL22_03_wzi,100.00%,15.67%,partial;KL22_15_wcaJ11,99.61%,54.51%,partial;KL22_14_ghl19,100.00%,55.96%,partial;KL22_07_wzy_KL22,99.67%,79.49%,partial;KL22_08_gtr81,98.75%,72.73%,partial;KL22_06_wzc,100.00%,46.27%,partial;KL22_07_wzy_KL22,97.56%,10.82%,partial;KL22_03_wzi,100.00%,70.43%,partial;KL22_16_gnd,99.75%,84.58%,partial;KL22_15_wcaJ11,100.00%,19.17%,partial;KL22_01_galF,100.00%,100.00%;KL22_02_cpsACP,99.52%,100.00%;KL22_18_ugd1,99.74%,100.00%;KL22_17_atr12,99.44%,53.61%,partial	?	1	KL150_19_gae,100.00%,7.06%,partial	0 / 24 (0.00%)		5	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL115_16_rmlB,79.14%,78.31%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated;KL150_19_gae,100.00%,82.59%,truncated;KL40_05_gtr151,99.04%,54.77%,partial	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL22_12_rutE,100.00%,50.09%,partial;KL22_14_ghl19,100.00%,30.25%,partial;KL22_06_wzc,100.00%,21.13%,partial;KL22_03_wzi,100.00%,15.67%,partial;KL22_15_wcaJ11,99.61%,54.51%,partial;KL22_14_ghl19,100.00%,55.96%,partial;KL22_07_wzy_KL22,99.67%,79.49%,partial;KL22_08_gtr81,98.75%,72.73%,partial;KL115_16_rmlB,79.14%,78.31%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated;KL150_19_gae,100.00%,82.59%,truncated;KL40_05_gtr151,99.04%,54.77%,partial;KL22_06_wzc,100.00%,46.27%,partial;KL22_07_wzy_KL22,97.56%,10.82%,partial;KL22_03_wzi,100.00%,70.43%,partial;KL22_16_gnd,99.75%,84.58%,partial;KL22_15_wcaJ11,100.00%,19.17%,partial;KL22_17_atr12,99.44%,53.61%,partial;KL150_19_gae,100.00%,7.06%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	2018-01-1584_20	KL22	K22	Untypeable	?+-!	99.71%	87.98%	n/a	17 / 18 (94.44%)	KL22_11_wzx_KL22,100.00%,100.00%;KL22_12_rutE,99.73%,100.00%;KL22_09_gtr82,98.99%,100.00%;KL22_10_gtr83,99.59%,100.00%;KL22_08_gtr81,100.00%,100.00%;KL22_07_wzy_KL22,100.00%,20.94%,partial;KL22_13_ptr12,100.00%,13.89%,partial;KL22_01_galF,100.00%,72.46%,partial;KL22_03_wzi,100.00%,100.00%;KL22_06_wzc,100.00%,52.53%,partial;KL22_04_wza,99.74%,100.00%;KL22_02_cpsACP,99.52%,100.00%;KL22_05_wzb,100.00%,100.00%;KL22_16_gnd,99.79%,100.00%;KL22_15_wcaJ11,100.00%,89.70%,partial;KL22_18_ugd1,99.74%,100.00%;KL22_17_atr12,99.70%,100.00%	?	2	KL4_01_galF,100.00%,13.38%,partial;KL150_19_gae,100.00%,100.00%	0 / 18 (0.00%)		4	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL40_05_gtr151,99.18%,96.50%;KL115_16_rmlB,79.14%,78.31%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL22_07_wzy_KL22,100.00%,20.94%,partial;KL22_13_ptr12,100.00%,13.89%,partial;KL22_01_galF,100.00%,72.46%,partial;KL115_16_rmlB,79.14%,78.31%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL22_06_wzc,100.00%,52.53%,partial;KL4_01_galF,100.00%,13.38%,partial;KL22_15_wcaJ11,100.00%,89.70%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	2018-01-1584_30	KL22	K22	Untypeable	?+!	99.81%	100.00%	n/a	19 / 19 (100.00%)	KL22_16_gnd,99.79%,100.00%;KL22_15_wcaJ11,100.00%,100.00%;KL22_11_wzx_KL22,100.00%,100.00%;KL22_14_ghl19,100.00%,100.00%;KL22_13_ptr12,100.00%,100.00%;KL22_12_rutE,99.73%,100.00%;KL22_10_gtr83,99.42%,71.06%,partial;KL22_17_atr12,100.00%,22.35%,partial;KL22_06_wzc,100.00%,100.00%;KL22_03_wzi,100.00%,100.00%;KL22_07_wzy_KL22,99.48%,100.00%;KL22_04_wza,99.74%,100.00%;KL22_09_gtr82,98.99%,100.00%;KL22_08_gtr81,100.00%,100.00%;KL22_05_wzb,100.00%,100.00%;KL22_02_cpsACP,99.30%,68.25%,truncated;KL22_10_gtr83,100.00%,13.58%,partial;KL22_18_ugd1,99.72%,90.49%,partial;KL22_01_galF,100.00%,100.00%	?	3	KL40_05_gtr151,99.18%,96.50%;KL150_19_gae,100.00%,100.00%;KL21_02_cpsACP,100.00%,20.16%,partial	0 / 19 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL115_16_rmlB,79.14%,78.31%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL22_10_gtr83,99.42%,71.06%,partial;KL22_17_atr12,100.00%,22.35%,partial;KL22_02_cpsACP,99.30%,68.25%,truncated;KL22_10_gtr83,100.00%,13.58%,partial;KL115_16_rmlB,79.14%,78.31%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL22_18_ugd1,99.72%,90.49%,partial;KL21_02_cpsACP,100.00%,20.16%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	2018-01-1584_40	KL22	K22	Untypeable	+	99.77%	100.00%	9580	18 / 18 (100.00%)	KL22_06_wzc,100.00%,100.00%;KL22_16_gnd,99.79%,100.00%;KL22_15_wcaJ11,100.00%,100.00%;KL22_11_wzx_KL22,100.00%,100.00%;KL22_03_wzi,100.00%,100.00%;KL22_14_ghl19,100.00%,100.00%;KL22_13_ptr12,100.00%,100.00%;KL22_04_wza,99.74%,100.00%;KL22_07_wzy_KL22,99.48%,100.00%;KL22_18_ugd1,99.74%,100.00%;KL22_12_rutE,99.73%,100.00%;KL22_17_atr12,99.70%,100.00%;KL22_09_gtr82,98.99%,100.00%;KL22_01_galF,100.00%,100.00%;KL22_10_gtr83,99.59%,100.00%;KL22_08_gtr81,100.00%,100.00%;KL22_02_cpsACP,99.52%,100.00%;KL22_05_wzb,100.00%,100.00%	?	2	KL40_05_gtr151,99.18%,96.50%;KL150_19_gae,100.00%,100.00%	0 / 18 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL115_16_rmlB,79.14%,78.31%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL115_16_rmlB,79.14%,78.31%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	
